timestamp,stage,group,topic,partition,current_offset,log_end_offset,lag
2026-08-05T04:04:49,dlq_check,notification-group,delivery-risk-events,0,11279,11406,127
2026-08-05T04:04:59,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:04:59,dlq_check,notification-group,delivery-risk-events,0,11281,11406,125
2026-08-05T04:05:11,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:05:11,dlq_check,notification-group,delivery-risk-events,0,11286,11406,120
2026-08-05T04:05:21,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:05:21,dlq_check,notification-group,delivery-risk-events,0,11288,11406,118
2026-08-05T04:05:32,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:05:32,dlq_check,notification-group,delivery-risk-events,0,11292,11406,114
2026-08-05T04:05:43,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:05:43,dlq_check,notification-group,delivery-risk-events,0,11297,11406,109
2026-08-05T04:05:54,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:05:54,dlq_check,notification-group,delivery-risk-events,0,11298,11406,108
2026-08-05T04:06:05,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:06:05,dlq_check,notification-group,delivery-risk-events,0,11301,11406,105
2026-08-05T04:06:17,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:06:17,dlq_check,notification-group,delivery-risk-events,0,11307,11406,99
2026-08-05T04:06:36,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:06:36,dlq_check,notification-group,delivery-risk-events,0,11310,11406,96
2026-08-05T04:06:58,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:06:58,dlq_check,notification-group,delivery-risk-events,0,11318,11406,88
2026-08-05T04:07:14,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:07:14,dlq_check,notification-group,delivery-risk-events,0,11321,11406,85
2026-08-05T04:07:27,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:07:27,dlq_check,notification-group,delivery-risk-events,0,11324,11406,82
2026-08-05T04:07:42,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:07:42,dlq_check,notification-group,delivery-risk-events,0,11336,11406,70
2026-08-05T04:08:09,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:08:09,dlq_check,notification-group,delivery-risk-events,0,11346,11406,60
2026-08-05T04:08:29,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:08:29,dlq_check,notification-group,delivery-risk-events,0,11352,11406,54
2026-08-05T04:08:48,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:08:48,dlq_check,notification-group,delivery-risk-events,0,11356,11406,50
2026-08-05T04:09:07,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:09:07,dlq_check,notification-group,delivery-risk-events,0,11363,11406,43
2026-08-05T04:09:30,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:09:30,dlq_check,notification-group,delivery-risk-events,0,11366,11406,40
2026-08-05T04:09:48,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:09:48,dlq_check,notification-group,delivery-risk-events,0,11370,11406,36
2026-08-05T04:10:01,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:10:01,dlq_check,notification-group,delivery-risk-events,0,11375,11406,31
2026-08-05T04:10:13,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:10:13,dlq_check,notification-group,delivery-risk-events,0,11377,11406,29
2026-08-05T04:10:25,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:10:25,dlq_check,notification-group,delivery-risk-events,0,11379,11406,27
2026-08-05T04:10:37,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:10:37,dlq_check,notification-group,delivery-risk-events,0,11384,11406,22
2026-08-05T04:10:52,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:10:52,dlq_check,notification-group,delivery-risk-events,0,11389,11406,17
2026-08-05T04:11:08,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:11:08,dlq_check,notification-group,delivery-risk-events,0,11393,11406,13
2026-08-05T04:11:20,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:11:20,dlq_check,notification-group,delivery-risk-events,0,11394,11406,12
2026-08-05T04:11:31,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:11:31,dlq_check,notification-group,delivery-risk-events,0,11397,11406,9
2026-08-05T04:11:46,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:11:46,dlq_check,notification-group,delivery-risk-events,0,11401,11406,5
2026-08-05T04:12:00,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:12:00,dlq_check,notification-group,delivery-risk-events,0,11406,11406,0
2026-08-05T04:12:18,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:12:18,dlq_check,notification-group,delivery-risk-events,0,11406,11406,0
2026-08-05T04:12:37,dlq_check,weather-group,order-events,0,11443,11443,0
